UserID,Split,City,State,DegreeType,WorkHistoryCount,TotalYearsExperience,CurrentlyEmployed,ManagedOthers,ManagedHowMany
386190,Train,Royal Palm Beach,FL,4.0,2,3.0,0,0,0
386317,Train,Duncan,SC,3.0,10,10.0,0,0,0
386431,Train,Lemont,IL,1.0,3,16.0,1,0,0
386467,Train,Miami Beach,FL,5.0,9,26.0,0,0,0
386476,Train,Plano,TX,5.0,4,11.0,1,0,0
386495,Train,Keller,TX,4.0,3,5.0,0,0,0
386709,Train,Tucson,AZ,5.0,4,3.0,1,1,4
386823,Train,Philadelphia,PA,,2,7.0,1,0,0
386915,Train,Denver,CO,4.0,2,3.0,0,0,0
386928,Train,Polo,IL,1.0,3,12.0,1,0,0
386951,Train,Fort Lauderdale,FL,1.0,3,6.0,1,0,0
386956,Train,Durham,NC,1.0,3,8.0,1,0,0
387024,Train,Las Cruces,NM,4.0,7,10.0,1,0,0
387061,Train,Allen,TX,4.0,6,7.0,1,0,0
387097,Train,Apopka,FL,4.0,3,14.0,1,0,0
387104,Train,Fort Recovery,OH,5.0,10,27.0,1,0,0
387170,Train,Jefferson Hills,PA,3.0,3,8.0,1,1,3
387203,Test,San Jose,CA,4.0,3,4.0,0,0,0
387531,Train,Hampton,VA,1.0,5,18.0,1,0,0
387553,Train,Ludowici,GA,1.0,2,3.0,0,0,0
387571,Train,Upper Marlboro,MD,4.0,6,23.0,1,0,0
387624,Train,Rayne,LA,1.0,3,7.0,1,0,0
387712,Train,Benicia,CA,5.0,2,6.0,0,0,0
387990,Train,The Colony,TX,1.0,2,11.0,1,0,0
388008,Train,Anaheim,CA,1.0,2,4.0,1,0,0
388066,Train,Norton,OH,1.0,5,11.0,1,0,0
388077,Train,Murfreesboro,TN,4.0,7,26.0,1,0,0
388109,Train,Clear Lake,WI,4.0,4,9.0,1,0,0
388113,Train,University Place,WA,3.0,2,1.0,0,0,0
388228,Train,Oakboro,NC,3.0,4,14.0,1,0,0
388250,Train,Weehawken,NJ,4.0,2,4.0,0,0,0
388486,Train,Lafayette,IN,4.0,3,2.0,1,0,0
388490,Train,Columbia,SC,3.0,2,4.0,0,0,0
388510,Train,Murfreesboro,TN,,3,11.0,1,0,0
388603,Train,Pearlington,MS,3.0,6,19.0,1,0,0
388791,Train,Fresno,CA,4.0,8,25.0,0,0,0
389023,Train,Wichita,KS,4.0,2,2.0,1,1,12
389114,Train,Vero Beach,FL,,4,13.0,0,0,0
389174,Train,Brooklyn,NY,3.0,2,3.0,0,0,0
389206,Train,Plant City,FL,1.0,1,15.0,0,0,0
389267,Train,Wilmington,NC,4.0,1,10.0,0,0,0
389407,Train,Studio City,CA,4.0,3,8.0,1,0,0
389455,Train,Stockton,CA,,2,4.0,1,0,0
389511,Train,Saint Louis,MO,4.0,6,6.0,1,0,0
389591,Train,Miami,FL,3.0,4,4.0,0,0,0
389674,Train,Spring,TX,3.0,5,12.0,1,0,0
389720,Train,Monroe,GA,1.0,4,19.0,1,0,0
389777,Train,Columbia,SC,3.0,3,8.0,1,0,0
390106,Train,Camarillo,CA,4.0,4,10.0,0,0,0
390209,Train,New York,NY,5.0,1,0.0,0,0,0
390286,Train,Cataula,GA,1.0,1,4.0,0,0,0
390327,Train,New Port Richey,FL,,4,5.0,0,0,0
390330,Train,Bakersfield,CA,1.0,4,10.0,1,0,0
390477,Train,Hauppauge,NY,4.0,4,7.0,0,0,0
390570,Train,Lakeland,FL,1.0,4,18.0,1,0,0
390580,Train,Apopka,FL,,2,11.0,0,0,0
390749,Train,Revere,MA,1.0,2,17.0,0,0,0
390929,Train,Memphis,TN,1.0,5,14.0,0,0,0
390945,Train,Pottstown,PA,4.0,2,10.0,1,0,0
390959,Test,Baltimore,MD,,8,13.0,1,0,0
391028,Train,Elizabeth City,NC,,5,12.0,0,0,0
391075,Train,Pensacola,FL,4.0,7,28.0,1,0,0
391094,Train,Miami,FL,,3,8.0,1,0,0
391102,Train,Chicago,IL,4.0,2,16.0,0,0,0
391228,Train,Hollywood,FL,3.0,3,8.0,1,0,0
391330,Train,Brookhaven,NY,5.0,7,25.0,0,0,0
391332,Train,Lincoln Park,MI,1.0,3,6.0,1,0,0
391333,Train,Boynton Beach,FL,1.0,3,2.0,1,0,0
391424,Train,Alpharetta,GA,4.0,6,7.0,1,0,0
391434,Train,York,SC,1.0,5,33.0,1,1,40
391509,Train,Rantoul,IL,1.0,1,6.0,1,1,6
391592,Train,Baltimore,MD,,10,20.0,0,0,0
391624,Train,Burien,WA,1.0,6,8.0,0,0,0
391658,Train,Pinckney,MI,3.0,8,25.0,0,0,0
391769,Train,Indianapolis,IN,5.0,5,5.0,1,0,0
391821,Train,New Castle,DE,1.0,5,7.0,0,0,0
391870,Train,Fort Worth,TX,3.0,4,14.0,0,0,0
391875,Train,Madison,CT,4.0,3,2.0,0,0,0
391905,Train,West Suffield,CT,4.0,3,8.0,1,0,0
391984,Train,Williamsport,PA,3.0,2,1.0,1,0,0
391994,Train,Tampa,FL,1.0,4,4.0,0,0,0
392065,Train,Las Vegas,NV,4.0,5,12.0,1,0,0
392085,Train,Rock Hill,SC,3.0,6,25.0,1,0,0
392117,Train,Fort Lauderdale,FL,2.0,2,10.0,1,1,10
392129,Train,Dallas,TX,1.0,1,7.0,0,0,0
392165,Train,Glassboro,NJ,4.0,4,26.0,0,0,0
392179,Train,Boston,MA,,6,15.0,1,0,0
392196,Train,Marietta,GA,4.0,5,26.0,1,0,0
392256,Train,Macon,GA,1.0,5,25.0,1,1,5
392402,Train,Corona,CA,4.0,5,14.0,0,0,0
392531,Train,Orange,CA,4.0,4,2.0,1,0,0
392719,Train,Mooresville,NC,1.0,4,12.0,1,1,40
392837,Train,Albuquerque,NM,1.0,1,3.0,1,0,0
392984,Train,Jacksonville,FL,1.0,5,17.0,0,0,0
393003,Train,Hazleton,PA,1.0,3,7.0,0,0,0
393013,Train,Homestead,FL,3.0,1,5.0,1,0,0
393042,Train,Denver,CO,1.0,3,9.0,0,0,0
393091,Train,Charlotte,NC,1.0,3,3.0,0,0,0
393097,Train,Villanova,PA,4.0,4,5.0,0,0,0
393152,Train,Wichita,KS,5.0,10,19.0,1,0,0
393160,Train,Chicago,IL,1.0,1,8.0,0,0,0
393291,Train,Trenton,MI,5.0,8,16.0,1,0,0
393343,Train,Inkster,MI,,1,3.0,0,0,0
393346,Train,Marysville,OH,3.0,6,21.0,0,0,0
393666,Train,Tacoma,WA,,3,5.0,0,0,0
393671,Train,Miami,FL,5.0,8,18.0,1,1,4
393691,Train,Cocoa,FL,,2,1.0,1,1,5
393765,Train,Sioux Falls,SD,,8,27.0,0,0,0
393800,Train,San Tan Valley,AZ,1.0,6,14.0,1,1,20
393840,Train,Kansas City,MO,4.0,2,5.0,1,0,0
393911,Train,Las Vegas,NV,,5,16.0,0,0,0
393952,Train,Atlanta,GA,6.0,7,19.0,1,1,40
393988,Train,Dearborn,MI,1.0,3,3.0,0,0,0
394056,Train,Cedar Rapids,IA,4.0,3,9.0,1,0,0
394102,Train,Winterville,NC,1.0,5,7.0,1,1,6
394124,Train,Lake Charles,LA,4.0,8,37.0,1,0,0
394233,Train,Cincinnati,OH,3.0,6,7.0,1,0,0
394247,Train,Fair Oaks,CA,4.0,5,4.0,1,0,0
394300,Train,Oakbrook Terrace,IL,6.0,7,9.0,0,0,0
394518,Train,North Redington Beach,FL,4.0,5,34.0,1,0,0
394524,Train,Houston,TX,4.0,2,3.0,1,0,0
394616,Train,Atlanta,GA,,1,2.0,0,0,0
394750,Train,Orlando,FL,4.0,1,4.0,0,1,15
394824,Train,Nashville,TN,4.0,8,29.0,1,0,0
394952,Train,Charlotte,NC,4.0,3,8.0,0,0,0
395026,Train,Collinsville,IL,1.0,3,19.0,1,1,6
395041,Train,Ville Platte,LA,3.0,3,10.0,1,0,0
395051,Train,Cincinnati,OH,4.0,4,5.0,1,1,50
395056,Train,North Tonawanda,NY,3.0,9,35.0,1,0,0
395057,Train,Madrid,IA,1.0,2,26.0,0,0,0
395157,Train,Los Angeles,CA,4.0,4,8.0,1,0,0
395247,Train,Albuquerque,NM,1.0,7,25.0,0,0,0
395265,Train,Rancho Santa Margarita,CA,1.0,5,5.0,1,0,0
395422,Train,Fresno,TX,4.0,3,2.0,0,0,0
395699,Train,Tulsa,OK,5.0,7,6.0,0,0,0
395800,Train,Caldwell,ID,3.0,8,8.0,1,0,0
395973,Train,Charlotte,NC,4.0,5,2.0,0,0,0
396020,Train,Highland,CA,1.0,4,12.0,1,0,0
396116,Test,North Miami Beach,FL,4.0,7,11.0,0,0,0
396126,Train,Birmingham,AL,4.0,3,1.0,0,1,3
396129,Train,Hernando,FL,4.0,8,38.0,0,0,0
396354,Train,Goshen,IN,4.0,3,8.0,0,0,0
396451,Train,Cincinnati,OH,1.0,4,10.0,0,0,0
396480,Train,Fults,IL,3.0,2,5.0,1,0,0
396543,Train,Cleveland,OH,1.0,1,0.0,1,0,0
396563,Train,Fort Worth,TX,3.0,4,6.0,1,0,0
396613,Train,Batesville,MS,1.0,6,11.0,1,0,0
396752,Train,Nampa,ID,2.0,5,5.0,0,0,0
396773,Train,Indianapolis,IN,,4,5.0,1,0,0
396775,Train,Detroit,MI,1.0,5,8.0,0,0,0
396789,Train,Cumberland,RI,,4,16.0,1,0,0
396798,Train,Hollywood,FL,4.0,1,11.0,0,1,8
396926,Train,Port Washington,NY,,4,8.0,1,0,0
396999,Train,Saint Petersburg,FL,3.0,5,8.0,1,1,3
397231,Train,West Columbia,SC,1.0,3,15.0,1,0,0
397285,Train,Bellevue,WA,4.0,4,6.0,1,0,0
397328,Train,Spartanburg,SC,1.0,1,5.0,0,1,5
397343,Train,Henderson,NV,4.0,3,3.0,0,0,0
397356,Train,San Diego,CA,5.0,4,14.0,1,1,4
397632,Train,Grovetown,GA,5.0,3,6.0,0,0,0
397656,Train,Miami,FL,4.0,3,18.0,1,0,0
397687,Train,Sumter,SC,5.0,3,3.0,1,0,0
397794,Train,Titusville,FL,1.0,3,12.0,1,0,0
397818,Train,Overland Park,KS,,3,5.0,1,1,5
397867,Train,Greensboro,NC,3.0,4,13.0,0,0,0
397888,Train,Walkersville,MD,1.0,4,3.0,1,0,0
397920,Train,De Pere,WI,,9,9.0,1,0,0
397967,Train,Davenport,FL,4.0,10,20.0,1,0,0
397977,Train,West Monroe,LA,1.0,3,37.0,0,0,0
398014,Train,Van Nuys,CA,1.0,3,7.0,1,0,0
398046,Train,Las Vegas,NV,1.0,6,5.0,1,1,4
398131,Train,Easton,PA,3.0,3,8.0,0,0,0
398251,Train,Oklahoma City,OK,4.0,3,4.0,0,0,0
398276,Train,York,PA,1.0,4,27.0,1,1,11
398312,Train,Kewaskum,WI,4.0,2,10.0,1,0,0
398496,Train,Chicago,IL,5.0,4,10.0,1,0,0
398548,Train,Pasadena,TX,,1,13.0,1,0,0
398574,Train,Mesquite,TX,1.0,3,3.0,0,0,0
398580,Train,Tannersville,PA,1.0,5,24.0,1,0,0
398650,Train,Greensburg,PA,3.0,4,11.0,1,0,0
398736,Train,Columbus,GA,3.0,3,6.0,1,0,0
398818,Train,Boston,MA,,2,7.0,1,0,0
398991,Train,Pacolet,SC,1.0,2,13.0,0,0,0
399148,Train,Joppa,MD,4.0,3,7.0,1,0,0
399198,Train,Salisbury,NC,1.0,5,17.0,0,0,0
399220,Train,Franklin,TN,4.0,3,20.0,1,1,2
399289,Train,Williamsburg,VA,1.0,4,13.0,0,1,5
399360,Train,Murfreesboro,TN,1.0,4,9.0,0,0,0
399404,Train,Simpsonville,SC,1.0,6,9.0,1,0,0
399485,Train,Sacramento,CA,3.0,3,6.0,1,0,0
399567,Train,Pasco,WA,,4,11.0,0,0,0
399869,Train,Las Vegas,NV,1.0,3,17.0,1,0,0
399952,Train,Lincoln,NE,3.0,7,29.0,0,0,0
399997,Train,Memphis,TN,,5,7.0,1,0,0
400001,Train,Elk Grove,CA,,7,10.0,0,0,0
400126,Train,Portland,OR,4.0,5,7.0,1,0,0
400172,Train,District Heights,MD,1.0,7,12.0,1,0,0
400249,Train,Tampa,FL,3.0,3,4.0,1,1,8
400260,Train,Philadelphia,PA,4.0,2,19.0,1,0,0
400351,Train,Harned,KY,1.0,6,5.0,1,0,0
400420,Train,Marlton,NJ,1.0,6,20.0,1,0,0
400519,Train,Issaquah,WA,5.0,4,16.0,1,1,20
400647,Train,Clarksville,IN,1.0,2,38.0,0,0,0
400673,Train,Milwaukee,WI,3.0,2,5.0,1,0,0
400674,Train,Blaine,WA,,10,14.0,1,0,0
400753,Train,Newark,NJ,4.0,5,7.0,0,0,0
400838,Train,Houston,TX,1.0,4,7.0,0,0,0
400941,Train,Sarasota,FL,4.0,5,10.0,1,0,0
401428,Train,Parma,OH,4.0,3,25.0,1,0,0
401430,Train,Charlotte,NC,4.0,3,3.0,0,0,0
401458,Train,Sioux Falls,SD,1.0,5,15.0,0,0,0
401564,Train,Philadelphia,PA,3.0,5,14.0,0,0,0
401582,Train,Saint Paul,MN,4.0,6,7.0,1,0,0
401725,Train,Decatur,AL,1.0,3,11.0,0,0,0
401728,Train,Bala Cynwyd,PA,5.0,7,24.0,1,0,0
401735,Train,Staten Island,NY,4.0,2,4.0,1,0,0
401783,Train,Bethel,OH,3.0,2,6.0,1,0,0
401872,Train,Cushing,TX,,4,13.0,1,0,0
401984,Train,Grand Prairie,TX,5.0,1,1.0,1,0,0
402093,Train,Browns Summit,NC,1.0,1,1.0,0,0,0
402277,Train,Gillsville,GA,4.0,4,10.0,0,1,3
402344,Train,College Station,TX,1.0,3,2.0,0,0,0
402419,Train,Smyrna,GA,5.0,3,5.0,1,0,0
402528,Train,Norwalk,CA,4.0,8,4.0,1,0,0
402532,Train,Jacksonville,FL,3.0,2,9.0,1,1,20
402780,Train,Detroit,MI,,2,5.0,1,0,0
402799,Train,Churchville,NY,4.0,2,4.0,0,0,0
402809,Train,Schenectady,NY,4.0,4,37.0,0,0,0
402893,Train,Grawn,MI,4.0,4,10.0,0,0,0
403021,Train,Chardon,OH,4.0,8,19.0,1,0,0
403196,Train,Atlanta,GA,4.0,3,19.0,1,1,4
403243,Train,Ellenwood,GA,1.0,3,12.0,1,0,0
403250,Train,Smyrna,GA,4.0,5,8.0,1,0,0
403514,Train,Madison,MS,4.0,5,21.0,1,0,0
403581,Train,Collingswood,NJ,3.0,3,2.0,1,0,0
403605,Train,Nashville,TN,5.0,3,10.0,0,0,0
403623,Train,Charlotte,NC,5.0,1,4.0,1,0,0
403677,Train,Bellaire,TX,4.0,10,5.0,1,0,0
403702,Train,Charlotte,NC,1.0,8,13.0,1,0,0
403741,Train,Naples,FL,,2,8.0,0,0,0
403763,Train,Richmond,VA,1.0,2,4.0,1,0,0
403899,Train,Mount Holly,NJ,4.0,4,5.0,1,0,0
403935,Train,Anderson,IN,4.0,6,6.0,0,0,0
403982,Train,Rocky Mount,NC,3.0,3,11.0,1,1,10
403989,Train,Clinton,MD,5.0,3,8.0,1,0,0
404086,Train,Wixom,MI,1.0,3,8.0,1,0,0
404098,Train,Whitefish Bay,WI,4.0,3,10.0,0,0,0
404130,Train,Brooklyn,NY,1.0,3,8.0,0,1,8
404280,Train,Charlotte,NC,1.0,5,10.0,0,0,0
404366,Train,The Woodlands,TX,4.0,4,17.0,1,0,0
404406,Train,Memphis,TN,3.0,6,16.0,0,0,0
404545,Train,Maywood,IL,4.0,3,5.0,0,0,0
404701,Train,Miami,FL,3.0,5,22.0,0,0,0
404711,Train,Sharon,SC,4.0,1,3.0,1,0,0
404881,Train,Englewood,FL,1.0,3,13.0,1,0,0
405022,Train,Victorville,CA,5.0,7,21.0,0,0,0
405031,Train,Baltimore,MD,1.0,5,7.0,0,0,0
405084,Train,Brazil,IN,1.0,5,16.0,1,0,0
405086,Train,Arlington,TX,3.0,3,7.0,0,0,0
405164,Train,Groveport,OH,1.0,2,1.0,0,0,0
405177,Train,Parkland,FL,4.0,3,23.0,1,0,0
405178,Train,Santa Ana,CA,1.0,4,10.0,1,0,0
405374,Train,Chino,CA,1.0,3,7.0,0,0,0
405388,Train,Trenton,NJ,1.0,2,4.0,0,0,0
405404,Train,Tallahassee,FL,4.0,8,22.0,1,0,0
405483,Train,El Paso,TX,1.0,6,15.0,0,0,0
405505,Train,Elk Grove,CA,,5,14.0,1,0,0
405560,Train,Atlanta,GA,4.0,2,3.0,1,0,0
405565,Train,Merrick,NY,4.0,2,11.0,1,0,0
405713,Train,Manchester,CT,4.0,5,6.0,1,0,0
405755,Train,Keego Harbor,MI,4.0,8,29.0,1,0,0
405879,Train,Louisville,KY,1.0,2,2.0,1,0,0
405991,Train,Brooklyn,NY,4.0,3,22.0,0,0,0
406252,Train,Lumberton,NJ,3.0,4,6.0,0,0,0
406273,Train,Birmingham,AL,,3,15.0,1,0,0
406310,Train,Herndon,VA,4.0,5,6.0,0,0,0
406388,Train,Waukegan,IL,1.0,6,8.0,1,0,0
406424,Train,Surprise,AZ,3.0,9,16.0,1,0,0
406520,Train,Phoenix,AZ,6.0,5,33.0,1,0,0
406548,Train,Baltimore,MD,4.0,2,11.0,1,0,0
406580,Train,Detroit,MI,,3,2.0,0,0,0
406609,Train,Los Angeles,CA,,5,11.0,0,0,0
406694,Train,Miami,FL,3.0,1,6.0,0,1,5
406776,Train,Pembroke Pines,FL,3.0,4,6.0,1,0,0
406809,Train,Fort Worth,TX,,5,18.0,0,0,0
406839,Train,Los Lunas,NM,1.0,4,4.0,1,0,0
406998,Train,Zanesville,OH,1.0,4,16.0,1,0,0
407035,Train,Springfield,MO,4.0,3,8.0,1,1,7
407036,Train,Strongstown,PA,4.0,4,5.0,0,0,0
407055,Train,Pomona,CA,3.0,3,14.0,1,0,0
407090,Train,Concord,CA,1.0,5,14.0,1,0,0
407109,Train,New Castle,DE,1.0,3,10.0,0,0,0
407313,Train,Rosharon,TX,2.0,4,9.0,0,0,0
407479,Train,Wallingford,CT,4.0,4,14.0,0,0,0
407484,Train,Green Bay,WI,4.0,3,12.0,0,0,0
407550,Train,Philadelphia,PA,4.0,3,5.0,0,0,0
407562,Train,Kansas City,MO,1.0,5,7.0,1,0,0
407596,Train,Austin,TX,4.0,4,6.0,1,0,0
407614,Train,Cumberland,IN,1.0,5,32.0,1,0,0
407620,Train,Ocala,FL,4.0,3,11.0,0,0,0
407646,Train,Asbury Park,NJ,1.0,3,4.0,0,0,0
407753,Train,Arlington,TX,1.0,4,11.0,0,0,0
407852,Train,Tallahassee,FL,4.0,3,4.0,0,0,0
407883,Train,Stockbridge,GA,1.0,6,13.0,1,1,5
408080,Train,Central,SC,3.0,2,1.0,1,0,0
408146,Train,Greenville,SC,4.0,6,4.0,1,1,12
408172,Train,West Columbia,SC,,4,5.0,0,0,0
408175,Train,Edison,NJ,4.0,3,4.0,0,0,0
408498,Train,Powder Springs,GA,1.0,4,7.0,1,0,0
408522,Train,Columbus,IN,3.0,2,1.0,1,1,4
408576,Train,Berea,KY,3.0,3,8.0,1,0,0
408612,Train,Wylie,TX,,2,7.0,0,0,0
408663,Train,Lancaster,PA,1.0,6,20.0,0,0,0
408707,Train,Dayton,OH,5.0,3,12.0,0,0,0
408757,Train,San Diego,CA,3.0,8,29.0,1,0,0
408789,Train,Edgewood,NM,,4,12.0,0,0,0
408837,Train,Wheeling,IL,1.0,4,9.0,1,0,0
408912,Train,South Plainfield,NJ,4.0,4,15.0,1,0,0
408972,Train,Hamden,CT,3.0,5,25.0,1,0,0
408990,Train,Seymour,WI,1.0,4,9.0,1,0,0
409002,Train,Kutztown,PA,,3,7.0,1,0,0
409043,Train,Salem,OR,,1,2.0,0,0,0
409073,Train,Newport,KY,1.0,5,7.0,0,0,0
409307,Train,Kissimmee,FL,4.0,2,3.0,1,0,0
409346,Train,Sandwich,MA,4.0,7,20.0,1,0,0
409369,Train,El Paso,TX,3.0,1,5.0,1,0,0
409454,Train,San Diego,CA,,5,8.0,1,0,0
409559,Train,Opelika,AL,1.0,4,16.0,1,0,0
409597,Train,Monroe,OH,4.0,8,15.0,0,0,0
409607,Train,Riverside,NJ,,7,17.0,0,0,0
409924,Train,Columbia,SC,4.0,5,8.0,0,1,30
410009,Train,Buena Park,CA,1.0,6,10.0,1,1,10
410084,Train,Cordova,TN,6.0,3,16.0,1,0,0
410124,Train,Dallas,TX,4.0,6,31.0,0,0,0
410201,Train,Upland,CA,1.0,2,3.0,0,0,0
410238,Train,Charlotte,NC,3.0,5,11.0,0,0,0
410249,Train,Delta,OH,3.0,4,19.0,0,0,0
410277,Train,Boston,MA,1.0,5,6.0,1,0,0
410434,Train,Wood Dale,IL,1.0,7,6.0,0,1,3
410443,Train,Madera,CA,1.0,5,10.0,1,0,0
410495,Train,Sycamore,IL,,3,17.0,0,0,0
410522,Train,Bealeton,VA,3.0,5,6.0,0,0,0
410548,Train,Temecula,CA,1.0,1,10.0,1,0,0
410638,Train,Glendale,AZ,4.0,4,5.0,0,0,0
410647,Train,New York,NY,4.0,3,6.0,1,0,0
410732,Train,Estero,FL,1.0,1,4.0,0,1,3
410734,Train,Wichita,KS,1.0,5,6.0,0,0,0
410783,Train,Peoria,IL,5.0,2,5.0,1,0,0
410870,Train,New York,NY,4.0,3,3.0,1,0,0
410890,Train,Lafayette,LA,,5,21.0,0,0,0
410975,Train,Macomb,MI,,2,25.0,0,1,10
411085,Train,Troutman,NC,5.0,3,15.0,0,0,0
411317,Train,Virginia Beach,VA,4.0,3,7.0,0,1,6
411322,Train,Oakland Park,FL,4.0,3,6.0,0,0,0
411378,Train,Madison,ME,1.0,5,13.0,1,0,0
411396,Train,Freehold,NJ,1.0,4,17.0,1,0,0
411446,Train,Fort Lauderdale,FL,4.0,2,12.0,1,0,0
411465,Train,Hillsboro,OR,1.0,6,14.0,0,1,25
411467,Train,Hesperia,CA,1.0,2,7.0,1,0,0
411580,Train,Chicago,IL,5.0,5,7.0,1,0,0
411627,Train,Fort Lauderdale,FL,1.0,10,22.0,1,1,30
411797,Train,Chicago,IL,2.0,4,21.0,1,1,15
411898,Train,Rose Hill,KS,1.0,3,3.0,1,0,0
411933,Train,Succasunna,NJ,5.0,7,24.0,0,0,0
411938,Train,Westland,MI,4.0,3,3.0,0,0,0
412055,Train,Orlando,FL,5.0,2,4.0,0,1,2
412084,Train,Baton Rouge,LA,1.0,4,9.0,1,0,0
412155,Train,New Port Richey,FL,3.0,3,8.0,1,1,10
412180,Train,San Antonio,TX,1.0,4,13.0,0,0,0
412183,Train,Phoenix,AZ,3.0,5,26.0,1,0,0
412235,Train,Chesapeake,VA,4.0,6,28.0,1,0,0
412261,Train,Lexington,KY,5.0,10,23.0,1,0,0
412292,Train,West Palm Beach,FL,1.0,3,1.0,0,0,0
412333,Train,Gig Harbor,WA,4.0,4,40.0,0,1,6
412477,Train,Cranberry Township,PA,4.0,3,13.0,1,0,0
412554,Train,Frederick,MD,1.0,3,2.0,0,0,0
412564,Train,Canoga Park,CA,4.0,4,5.0,1,1,15
412844,Train,Delmar,DE,4.0,5,3.0,1,0,0
412873,Train,Tallahassee,FL,4.0,4,2.0,1,1,5
412897,Train,Detroit,MI,1.0,1,0.0,1,0,0
412919,Train,Ellenton,FL,4.0,1,10.0,0,0,0
412953,Train,Warren,MI,,10,26.0,0,0,0
412985,Train,Greenville,SC,4.0,3,6.0,1,1,10
413068,Train,Albany,NY,4.0,4,5.0,1,0,0
413092,Train,Perrysburg,OH,4.0,4,14.0,1,0,0
413266,Train,Saint Louis,MO,4.0,1,7.0,1,1,20
413281,Train,Grosse Pointe,MI,4.0,4,6.0,1,0,0
413355,Train,Bolingbrook,IL,4.0,4,5.0,1,0,0
413386,Train,Auburn,WA,,6,8.0,0,0,0
413441,Train,Winchester,TN,3.0,10,9.0,0,0,0
413463,Train,Sunny Isles Beach,FL,4.0,10,32.0,1,0,0
413481,Train,Palm Harbor,FL,3.0,10,12.0,1,0,0
413628,Train,Montgomery,AL,1.0,1,8.0,0,0,0
413674,Train,Arvada,CO,4.0,3,9.0,1,0,0
413722,Train,Morganton,NC,4.0,4,6.0,1,1,25
413739,Train,Brooklyn,NY,,2,2.0,0,0,0
414038,Train,Ocean View,DE,,3,1.0,0,0,0
414067,Train,Milwaukee,WI,1.0,4,6.0,0,0,0
414157,Train,Newville,PA,,8,20.0,1,0,0
414579,Train,East Hartford,CT,1.0,2,2.0,1,0,0
414644,Train,Tiffin,OH,4.0,4,112.0,1,0,0
414735,Train,Jacksonville,FL,4.0,4,20.0,1,0,0
414895,Train,Orangeburg,SC,4.0,4,12.0,1,0,0
414948,Train,Westbury,NY,1.0,3,4.0,1,0,0
414974,Train,Higganum,CT,1.0,7,29.0,0,1,3
415105,Train,Woodhaven,NY,4.0,5,10.0,1,0,0
415410,Train,Gary,IN,1.0,2,6.0,0,0,0
415585,Train,Rockville,MD,3.0,5,9.0,1,0,0
415767,Train,New Carlisle,IN,3.0,2,7.0,1,0,0
415848,Train,Lawrenceville,GA,3.0,5,12.0,0,0,0
415943,Train,Overland Park,KS,4.0,3,10.0,1,0,0
415992,Train,Linden,CA,3.0,7,19.0,0,0,0
415997,Train,Orlando,FL,,5,25.0,0,0,0
416249,Train,Ogden,UT,,10,31.0,1,1,120
416251,Train,Braxton,MS,4.0,6,4.0,1,0,0
416326,Train,Austin,TX,3.0,3,2.0,0,0,0
416427,Train,Hardinsburg,KY,3.0,7,24.0,1,1,25
416486,Train,Brooklyn,NY,1.0,2,12.0,1,0,0
416499,Train,Attleboro,MA,3.0,8,13.0,0,0,0
416505,Train,Cleveland,OH,1.0,1,8.0,1,0,0
416524,Train,Tinton Falls,NJ,1.0,1,2.0,0,1,1
416552,Train,Atlanta,GA,,5,15.0,0,0,0
416578,Train,Marysville,OH,4.0,7,18.0,1,0,0
416588,Train,Naugatuck,CT,5.0,7,10.0,1,0,0
416626,Train,Lanoka Harbor,NJ,,3,6.0,0,0,0
416725,Train,Los Angeles,CA,,2,1.0,1,0,0
417148,Train,Tucson,AZ,5.0,5,16.0,0,0,0
417231,Train,Hamburg,NY,4.0,1,20.0,1,0,0
417256,Train,Gainesville,FL,3.0,2,7.0,0,0,0
417296,Train,Hesperia,CA,1.0,5,11.0,0,0,0
417305,Train,Lake Stevens,WA,1.0,4,12.0,1,0,0
417316,Train,Miami,FL,1.0,4,12.0,1,0,0
417386,Train,Aurora,IL,3.0,4,8.0,1,1,11
417390,Train,Santa Monica,CA,4.0,4,12.0,1,1,15
417426,Train,Houston,TX,4.0,9,31.0,0,1,2
417446,Train,Miami,FL,3.0,5,13.0,1,0,0
417501,Train,North Liberty,IA,1.0,4,9.0,1,1,150
417545,Train,Somerset,NJ,,1,1.0,0,0,0
417555,Train,Augusta,GA,1.0,3,20.0,0,1,4
417606,Train,Worcester,MA,1.0,4,7.0,1,1,2
417626,Train,Blades,DE,1.0,2,6.0,1,0,0
417690,Train,Lansing,IL,5.0,4,8.0,1,0,0
417728,Train,Baton Rouge,LA,5.0,5,10.0,0,0,0
417729,Train,Hartford,CT,1.0,6,7.0,0,0,0
417752,Train,West Liberty,OH,,2,8.0,1,0,0
417792,Train,Columbia,MD,4.0,6,14.0,0,1,15
417802,Train,Westbury,NY,4.0,3,7.0,1,0,0
417848,Train,Fishers,IN,4.0,6,10.0,1,0,0
417955,Train,Chalmette,LA,4.0,5,8.0,0,0,0
418069,Train,Covina,CA,4.0,6,5.0,0,0,0
418088,Train,Tomball,TX,4.0,3,31.0,0,0,0
418089,Train,Portland,OR,,6,13.0,1,0,0
418110,Train,Harrisonburg,VA,1.0,7,14.0,0,1,9
418121,Train,Fort Worth,TX,5.0,6,112.0,1,0,0
418204,Train,Middleburg Heights,OH,1.0,6,12.0,1,0,0
418235,Train,Brooklyn,NY,5.0,3,9.0,1,0,0
